invoice_key,contract_key,invoice_date_key,due_date_key,paid_date_key,invoice_date,due_date,paid_date,amount_due,amount_paid,payment_status,principal_amount,interest_amount,invoice_number
2203,177,20240802,20240816,20240823.0,2024-08-02,2024-08-16,2024-08-23,287.83,287.83,Paid,192.79,95.04,INV-000177-021
2204,177,20240901,20240915,20240919.0,2024-09-01,2024-09-15,2024-09-19,287.83,287.83,Paid,192.79,95.04,INV-000177-022
2205,177,20241001,20241015,20241022.0,2024-10-01,2024-10-15,2024-10-22,287.83,287.83,Paid,192.79,95.04,INV-000177-023
2206,177,20241031,20241114,20241112.0,2024-10-31,2024-11-14,2024-11-12,287.83,287.83,Paid,192.79,95.04,INV-000177-024
2207,178,20241106,20241120,20241120.0,2024-11-06,2024-11-20,2024-11-20,287.26,287.26,Paid,138.51,148.76,INV-000178-001
2208,178,20241206,20241220,20241220.0,2024-12-06,2024-12-20,2024-12-20,287.26,287.26,Paid,138.51,148.76,INV-000178-002
2209,179,20240309,20240323,20240327.0,2024-03-09,2024-03-23,2024-03-27,272.87,141.16,Partial,155.22,117.65,INV-000179-001
2210,179,20240408,20240422,20240420.0,2024-04-08,2024-04-22,2024-04-20,272.87,272.87,Paid,155.22,117.65,INV-000179-002
2211,179,20240508,20240522,20240523.0,2024-05-08,2024-05-22,2024-05-23,272.87,272.87,Paid,155.22,117.65,INV-000179-003
2212,179,20240607,20240621,20240622.0,2024-06-07,2024-06-21,2024-06-22,272.87,272.87,Paid,155.22,117.65,INV-000179-004
2213,179,20240707,20240721,20240726.0,2024-07-07,2024-07-21,2024-07-26,272.87,272.87,Paid,155.22,117.65,INV-000179-005
2214,179,20240806,20240820,20240821.0,2024-08-06,2024-08-20,2024-08-21,272.87,272.87,Paid,155.22,117.65,INV-000179-006
2215,179,20240905,20240919,20241203.0,2024-09-05,2024-09-19,2024-12-03,272.87,272.87,Delinquent,155.22,117.65,INV-000179-007
2216,179,20241005,20241019,20241017.0,2024-10-05,2024-10-19,2024-10-17,272.87,272.87,Paid,155.22,117.65,INV-000179-008
2217,179,20241104,20241118,20241122.0,2024-11-04,2024-11-18,2024-11-22,272.87,272.87,Paid,155.22,117.65,INV-000179-009
2218,179,20241204,20241218,20241225.0,2024-12-04,2024-12-18,2024-12-25,272.87,272.87,Paid,155.22,117.65,INV-000179-010
2219,180,20240929,20241013,20241019.0,2024-09-29,2024-10-13,2024-10-19,258.31,258.31,Paid,186.37,71.94,INV-000180-001
2220,180,20241029,20241112,20241118.0,2024-10-29,2024-11-12,2024-11-18,258.31,258.31,Paid,186.37,71.94,INV-000180-002
2221,180,20241128,20241212,20241218.0,2024-11-28,2024-12-12,2024-12-18,258.31,258.31,Paid,186.37,71.94,INV-000180-003
2222,180,20241228,20250111,,2024-12-28,2025-01-11,,258.31,0.0,Pending,186.37,71.94,INV-000180-004
2223,181,20240527,20240610,20240611.0,2024-05-27,2024-06-10,2024-06-11,187.0,187.0,Paid,142.96,44.03,INV-000181-001
2224,181,20240626,20240710,20240716.0,2024-06-26,2024-07-10,2024-07-16,187.0,187.0,Paid,142.96,44.03,INV-000181-002
2225,181,20240726,20240809,20240814.0,2024-07-26,2024-08-09,2024-08-14,187.0,187.0,Paid,142.96,44.03,INV-000181-003
2226,181,20240825,20240908,20240913.0,2024-08-25,2024-09-08,2024-09-13,187.0,187.0,Paid,142.96,44.03,INV-000181-004
2227,181,20240924,20241008,20241014.0,2024-09-24,2024-10-08,2024-10-14,187.0,187.0,Paid,142.96,44.03,INV-000181-005
2228,181,20241024,20241107,20241112.0,2024-10-24,2024-11-07,2024-11-12,187.0,187.0,Paid,142.96,44.03,INV-000181-006
2229,181,20241123,20241207,20241211.0,2024-11-23,2024-12-07,2024-12-11,187.0,187.0,Paid,142.96,44.03,INV-000181-007
2230,181,20241223,20250106,,2024-12-23,2025-01-06,,187.0,0.0,Pending,142.96,44.03,INV-000181-008
2231,182,20230510,20230524,20230524.0,2023-05-10,2023-05-24,2023-05-24,400.29,400.29,Paid,216.61,183.68,INV-000182-001
2232,182,20230609,20230623,20230630.0,2023-06-09,2023-06-23,2023-06-30,400.29,400.29,Paid,216.61,183.68,INV-000182-002
2233,182,20230709,20230723,20230724.0,2023-07-09,2023-07-23,2023-07-24,400.29,400.29,Paid,216.61,183.68,INV-000182-003
2234,182,20230808,20230822,20230822.0,2023-08-08,2023-08-22,2023-08-22,400.29,400.29,Paid,216.61,183.68,INV-000182-004
2235,182,20230907,20230921,20231006.0,2023-09-07,2023-09-21,2023-10-06,400.29,400.29,Late,216.61,183.68,INV-000182-005
2236,182,20231007,20231021,20231027.0,2023-10-07,2023-10-21,2023-10-27,400.29,400.29,Paid,216.61,183.68,INV-000182-006
2237,182,20231106,20231120,20231118.0,2023-11-06,2023-11-20,2023-11-18,400.29,400.29,Paid,216.61,183.68,INV-000182-007
2238,182,20231206,20231220,20231226.0,2023-12-06,2023-12-20,2023-12-26,400.29,400.29,Paid,216.61,183.68,INV-000182-008
2239,182,20240105,20240119,20240123.0,2024-01-05,2024-01-19,2024-01-23,400.29,400.29,Paid,216.61,183.68,INV-000182-009
2240,182,20240204,20240218,20240221.0,2024-02-04,2024-02-18,2024-02-21,400.29,400.29,Paid,216.61,183.68,INV-000182-010
2241,182,20240305,20240319,20240317.0,2024-03-05,2024-03-19,2024-03-17,400.29,400.29,Paid,216.61,183.68,INV-000182-011
2242,182,20240404,20240418,20240420.0,2024-04-04,2024-04-18,2024-04-20,400.29,400.29,Paid,216.61,183.68,INV-000182-012
2243,182,20240504,20240518,20240517.0,2024-05-04,2024-05-18,2024-05-17,400.29,400.29,Paid,216.61,183.68,INV-000182-013
2244,182,20240603,20240617,20240623.0,2024-06-03,2024-06-17,2024-06-23,400.29,400.29,Paid,216.61,183.68,INV-000182-014
2245,182,20240703,20240717,20240723.0,2024-07-03,2024-07-17,2024-07-23,400.29,400.29,Paid,216.61,183.68,INV-000182-015
2246,182,20240802,20240816,20240813.0,2024-08-02,2024-08-16,2024-08-13,400.29,400.29,Paid,216.61,183.68,INV-000182-016
2247,182,20240901,20240915,20240919.0,2024-09-01,2024-09-15,2024-09-19,400.29,400.29,Paid,216.61,183.68,INV-000182-017
2248,182,20241001,20241015,,2024-10-01,2024-10-15,,400.29,0.0,Delinquent,216.61,183.68,INV-000182-018
2249,182,20241031,20241114,20241114.0,2024-10-31,2024-11-14,2024-11-14,400.29,400.29,Paid,216.61,183.68,INV-000182-019
2250,182,20241130,20241214,20241221.0,2024-11-30,2024-12-14,2024-12-21,400.29,400.29,Paid,216.61,183.68,INV-000182-020
2251,182,20241230,20250113,,2024-12-30,2025-01-13,,400.29,0.0,Pending,216.61,183.68,INV-000182-021
2252,183,20241002,20241016,20241023.0,2024-10-02,2024-10-16,2024-10-23,456.05,456.05,Paid,345.52,110.53,INV-000183-001
2253,183,20241101,20241115,20241119.0,2024-11-01,2024-11-15,2024-11-19,456.05,456.05,Paid,345.52,110.53,INV-000183-002
2254,183,20241201,20241215,20241213.0,2024-12-01,2024-12-15,2024-12-13,456.05,456.05,Paid,345.52,110.53,INV-000183-003
2255,183,20241231,20250114,,2024-12-31,2025-01-14,,456.05,0.0,Pending,345.52,110.53,INV-000183-004
2256,184,20230807,20230821,20230825.0,2023-08-07,2023-08-21,2023-08-25,138.97,138.97,Paid,105.34,33.63,INV-000184-001
2257,184,20230906,20230920,20230922.0,2023-09-06,2023-09-20,2023-09-22,138.97,138.97,Paid,105.34,33.63,INV-000184-002
2258,184,20231006,20231020,20231018.0,2023-10-06,2023-10-20,2023-10-18,138.97,138.97,Paid,105.34,33.63,INV-000184-003
2259,184,20231105,20231119,20231120.0,2023-11-05,2023-11-19,2023-11-20,138.97,138.97,Paid,105.34,33.63,INV-000184-004
2260,184,20231205,20231219,20231225.0,2023-12-05,2023-12-19,2023-12-25,138.97,138.97,Paid,105.34,33.63,INV-000184-005
2261,184,20240104,20240118,20240120.0,2024-01-04,2024-01-18,2024-01-20,138.97,138.97,Paid,105.34,33.63,INV-000184-006
2262,184,20240203,20240217,20240219.0,2024-02-03,2024-02-17,2024-02-19,138.97,138.97,Paid,105.34,33.63,INV-000184-007
2263,184,20240304,20240318,20240322.0,2024-03-04,2024-03-18,2024-03-22,138.97,138.97,Paid,105.34,33.63,INV-000184-008
2264,184,20240403,20240417,20240422.0,2024-04-03,2024-04-17,2024-04-22,138.97,138.97,Paid,105.34,33.63,INV-000184-009
2265,184,20240503,20240517,20240519.0,2024-05-03,2024-05-17,2024-05-19,138.97,138.97,Paid,105.34,33.63,INV-000184-010
2266,184,20240602,20240616,20240619.0,2024-06-02,2024-06-16,2024-06-19,138.97,138.97,Paid,105.34,33.63,INV-000184-011
2267,184,20240702,20240716,20240723.0,2024-07-02,2024-07-16,2024-07-23,138.97,138.97,Paid,105.34,33.63,INV-000184-012
2268,184,20240801,20240815,20240817.0,2024-08-01,2024-08-15,2024-08-17,138.97,138.97,Paid,105.34,33.63,INV-000184-013
2269,184,20240831,20240914,20240911.0,2024-08-31,2024-09-14,2024-09-11,138.97,138.97,Paid,105.34,33.63,INV-000184-014
2270,184,20240930,20241014,20241011.0,2024-09-30,2024-10-14,2024-10-11,138.97,138.97,Paid,105.34,33.63,INV-000184-015
2271,184,20241030,20241113,20241113.0,2024-10-30,2024-11-13,2024-11-13,138.97,138.97,Paid,105.34,33.63,INV-000184-016
2272,184,20241129,20241213,20241212.0,2024-11-29,2024-12-13,2024-12-12,138.97,138.97,Paid,105.34,33.63,INV-000184-017
2273,184,20241229,20250112,,2024-12-29,2025-01-12,,138.97,0.0,Pending,105.34,33.63,INV-000184-018
2274,185,20230723,20230806,20230813.0,2023-07-23,2023-08-06,2023-08-13,405.04,405.04,Paid,317.31,87.74,INV-000185-001
2275,185,20230822,20230905,20230909.0,2023-08-22,2023-09-05,2023-09-09,405.04,405.04,Paid,317.31,87.74,INV-000185-002
2276,185,20230921,20231005,20231010.0,2023-09-21,2023-10-05,2023-10-10,405.04,405.04,Paid,317.31,87.74,INV-000185-003
2277,185,20231021,20231104,20231109.0,2023-10-21,2023-11-04,2023-11-09,405.04,405.04,Paid,317.31,87.74,INV-000185-004
2278,185,20231120,20231204,20231203.0,2023-11-20,2023-12-04,2023-12-03,405.04,405.04,Paid,317.31,87.74,INV-000185-005
2279,185,20231220,20240103,20240106.0,2023-12-20,2024-01-03,2024-01-06,405.04,405.04,Paid,317.31,87.74,INV-000185-006
2280,185,20240119,20240202,20240318.0,2024-01-19,2024-02-02,2024-03-18,405.04,405.04,Delinquent,317.31,87.74,INV-000185-007
2281,185,20240218,20240303,,2024-02-18,2024-03-03,,405.04,0.0,Delinquent,317.31,87.74,INV-000185-008
2282,185,20240319,20240402,20240403.0,2024-03-19,2024-04-02,2024-04-03,405.04,405.04,Paid,317.31,87.74,INV-000185-009
2283,185,20240418,20240502,20240508.0,2024-04-18,2024-05-02,2024-05-08,405.04,405.04,Paid,317.31,87.74,INV-000185-010
2284,185,20240518,20240601,20240602.0,2024-05-18,2024-06-01,2024-06-02,405.04,405.04,Paid,317.31,87.74,INV-000185-011
2285,185,20240617,20240701,20240628.0,2024-06-17,2024-07-01,2024-06-28,405.04,405.04,Paid,317.31,87.74,INV-000185-012
2286,185,20240717,20240731,20240803.0,2024-07-17,2024-07-31,2024-08-03,405.04,405.04,Paid,317.31,87.74,INV-000185-013
2287,185,20240816,20240830,20240830.0,2024-08-16,2024-08-30,2024-08-30,405.04,405.04,Paid,317.31,87.74,INV-000185-014
2288,185,20240915,20240929,20241003.0,2024-09-15,2024-09-29,2024-10-03,405.04,405.04,Paid,317.31,87.74,INV-000185-015
2289,185,20241015,20241029,20241030.0,2024-10-15,2024-10-29,2024-10-30,405.04,405.04,Paid,317.31,87.74,INV-000185-016
2290,185,20241114,20241128,20241129.0,2024-11-14,2024-11-28,2024-11-29,405.04,405.04,Paid,317.31,87.74,INV-000185-017
2291,185,20241214,20241228,20241226.0,2024-12-14,2024-12-28,2024-12-26,405.04,405.04,Paid,317.31,87.74,INV-000185-018
2292,186,20230820,20230903,20230906.0,2023-08-20,2023-09-03,2023-09-06,618.61,618.61,Paid,489.45,129.16,INV-000186-001
2293,186,20230919,20231003,,2023-09-19,2023-10-03,,618.61,0.0,Delinquent,489.45,129.16,INV-000186-002
2294,186,20231019,20231102,20231101.0,2023-10-19,2023-11-02,2023-11-01,618.61,618.61,Paid,489.45,129.16,INV-000186-003
2295,186,20231118,20231202,20231129.0,2023-11-18,2023-12-02,2023-11-29,618.61,618.61,Paid,489.45,129.16,INV-000186-004
2296,186,20231218,20240101,20240103.0,2023-12-18,2024-01-01,2024-01-03,618.61,618.61,Paid,489.45,129.16,INV-000186-005
2297,186,20240117,20240131,20240128.0,2024-01-17,2024-01-31,2024-01-28,618.61,618.61,Paid,489.45,129.16,INV-000186-006
2298,186,20240216,20240301,20240301.0,2024-02-16,2024-03-01,2024-03-01,618.61,434.22,Partial,489.45,129.16,INV-000186-007
2299,186,20240317,20240331,20240401.0,2024-03-17,2024-03-31,2024-04-01,618.61,618.61,Paid,489.45,129.16,INV-000186-008
2300,186,20240416,20240430,20240506.0,2024-04-16,2024-04-30,2024-05-06,618.61,262.97,Partial,489.45,129.16,INV-000186-009
2301,186,20240516,20240530,20240531.0,2024-05-16,2024-05-30,2024-05-31,618.61,618.61,Paid,489.45,129.16,INV-000186-010
2302,186,20240615,20240629,20240702.0,2024-06-15,2024-06-29,2024-07-02,618.61,618.61,Paid,489.45,129.16,INV-000186-011
2303,186,20240715,20240729,20240730.0,2024-07-15,2024-07-29,2024-07-30,618.61,618.61,Paid,489.45,129.16,INV-000186-012
2304,186,20240814,20240828,20240825.0,2024-08-14,2024-08-28,2024-08-25,618.61,618.61,Paid,489.45,129.16,INV-000186-013
2305,186,20240913,20240927,20241003.0,2024-09-13,2024-09-27,2024-10-03,618.61,618.61,Paid,489.45,129.16,INV-000186-014
2306,186,20241013,20241027,20241102.0,2024-10-13,2024-10-27,2024-11-02,618.61,618.61,Paid,489.45,129.16,INV-000186-015
2307,186,20241112,20241126,20241125.0,2024-11-12,2024-11-26,2024-11-25,618.61,618.61,Paid,489.45,129.16,INV-000186-016
2308,186,20241212,20241226,20241227.0,2024-12-12,2024-12-26,2024-12-27,618.61,210.89,Partial,489.45,129.16,INV-000186-017
2309,187,20230817,20230831,20230915.0,2023-08-17,2023-08-31,2023-09-15,498.92,498.92,Late,308.36,190.56,INV-000187-001
2310,187,20230916,20230930,20230928.0,2023-09-16,2023-09-30,2023-09-28,498.92,498.92,Paid,308.36,190.56,INV-000187-002
2311,187,20231016,20231030,20231105.0,2023-10-16,2023-10-30,2023-11-05,498.92,498.92,Paid,308.36,190.56,INV-000187-003
2312,187,20231115,20231129,20231206.0,2023-11-15,2023-11-29,2023-12-06,498.92,498.92,Paid,308.36,190.56,INV-000187-004
2313,187,20231215,20231229,20231229.0,2023-12-15,2023-12-29,2023-12-29,498.92,498.92,Paid,308.36,190.56,INV-000187-005
2314,187,20240114,20240128,20240125.0,2024-01-14,2024-01-28,2024-01-25,498.92,498.92,Paid,308.36,190.56,INV-000187-006
2315,187,20240213,20240227,20240301.0,2024-02-13,2024-02-27,2024-03-01,498.92,498.92,Paid,308.36,190.56,INV-000187-007
2316,187,20240314,20240328,20240404.0,2024-03-14,2024-03-28,2024-04-04,498.92,498.92,Paid,308.36,190.56,INV-000187-008
2317,187,20240413,20240427,20240503.0,2024-04-13,2024-04-27,2024-05-03,498.92,498.92,Paid,308.36,190.56,INV-000187-009
2318,187,20240513,20240527,20240527.0,2024-05-13,2024-05-27,2024-05-27,498.92,498.92,Paid,308.36,190.56,INV-000187-010
2319,187,20240612,20240626,20240630.0,2024-06-12,2024-06-26,2024-06-30,498.92,498.92,Paid,308.36,190.56,INV-000187-011
2320,187,20240712,20240726,20240727.0,2024-07-12,2024-07-26,2024-07-27,498.92,498.92,Paid,308.36,190.56,INV-000187-012
2321,187,20240811,20240825,20240826.0,2024-08-11,2024-08-25,2024-08-26,498.92,498.92,Paid,308.36,190.56,INV-000187-013
2322,187,20240910,20240924,20240928.0,2024-09-10,2024-09-24,2024-09-28,498.92,498.92,Paid,308.36,190.56,INV-000187-014
2323,187,20241010,20241024,20241031.0,2024-10-10,2024-10-24,2024-10-31,498.92,498.92,Paid,308.36,190.56,INV-000187-015
2324,187,20241109,20241123,20241208.0,2024-11-09,2024-11-23,2024-12-08,498.92,498.92,Late,308.36,190.56,INV-000187-016
2325,187,20241209,20241223,20241227.0,2024-12-09,2024-12-23,2024-12-27,498.92,498.92,Paid,308.36,190.56,INV-000187-017
2326,188,20221125,20221209,20221207.0,2022-11-25,2022-12-09,2022-12-07,229.82,229.82,Paid,127.89,101.93,INV-000188-001
2327,188,20221225,20230108,20230106.0,2022-12-25,2023-01-08,2023-01-06,229.82,229.82,Paid,127.89,101.93,INV-000188-002
2328,188,20230124,20230207,20230209.0,2023-01-24,2023-02-07,2023-02-09,229.82,229.82,Paid,127.89,101.93,INV-000188-003
2329,188,20230223,20230309,20230313.0,2023-02-23,2023-03-09,2023-03-13,229.82,229.82,Paid,127.89,101.93,INV-000188-004
2330,188,20230325,20230408,20230415.0,2023-03-25,2023-04-08,2023-04-15,229.82,229.82,Paid,127.89,101.93,INV-000188-005
2331,188,20230424,20230508,20230513.0,2023-04-24,2023-05-08,2023-05-13,229.82,229.82,Paid,127.89,101.93,INV-000188-006
2332,188,20230524,20230607,20230610.0,2023-05-24,2023-06-07,2023-06-10,229.82,229.82,Paid,127.89,101.93,INV-000188-007
2333,188,20230623,20230707,20230711.0,2023-06-23,2023-07-07,2023-07-11,229.82,229.82,Paid,127.89,101.93,INV-000188-008
2334,188,20230723,20230806,20230811.0,2023-07-23,2023-08-06,2023-08-11,229.82,229.82,Paid,127.89,101.93,INV-000188-009
2335,188,20230822,20230905,20230906.0,2023-08-22,2023-09-05,2023-09-06,229.82,229.82,Paid,127.89,101.93,INV-000188-010
2336,188,20230921,20231005,20231004.0,2023-09-21,2023-10-05,2023-10-04,229.82,229.82,Paid,127.89,101.93,INV-000188-011
2337,188,20231021,20231104,20231108.0,2023-10-21,2023-11-04,2023-11-08,229.82,229.82,Paid,127.89,101.93,INV-000188-012
2338,188,20231120,20231204,20231205.0,2023-11-20,2023-12-04,2023-12-05,229.82,229.82,Paid,127.89,101.93,INV-000188-013
2339,188,20231220,20240103,20240109.0,2023-12-20,2024-01-03,2024-01-09,229.82,229.82,Paid,127.89,101.93,INV-000188-014
2340,188,20240119,20240202,20240206.0,2024-01-19,2024-02-02,2024-02-06,229.82,229.82,Paid,127.89,101.93,INV-000188-015
2341,188,20240218,20240303,20240302.0,2024-02-18,2024-03-03,2024-03-02,229.82,229.82,Paid,127.89,101.93,INV-000188-016
2342,188,20240319,20240402,20240405.0,2024-03-19,2024-04-02,2024-04-05,229.82,229.82,Paid,127.89,101.93,INV-000188-017
2343,188,20240418,20240502,20240503.0,2024-04-18,2024-05-02,2024-05-03,229.82,229.82,Paid,127.89,101.93,INV-000188-018
2344,188,20240518,20240601,20240601.0,2024-05-18,2024-06-01,2024-06-01,229.82,139.79,Partial,127.89,101.93,INV-000188-019
2345,188,20240617,20240701,20240702.0,2024-06-17,2024-07-01,2024-07-02,229.82,79.63,Partial,127.89,101.93,INV-000188-020
2346,188,20240717,20240731,20240804.0,2024-07-17,2024-07-31,2024-08-04,229.82,229.82,Paid,127.89,101.93,INV-000188-021
2347,188,20240816,20240830,20240829.0,2024-08-16,2024-08-30,2024-08-29,229.82,229.82,Paid,127.89,101.93,INV-000188-022
2348,188,20240915,20240929,20240929.0,2024-09-15,2024-09-29,2024-09-29,229.82,229.82,Paid,127.89,101.93,INV-000188-023
2349,188,20241015,20241029,20241026.0,2024-10-15,2024-10-29,2024-10-26,229.82,229.82,Paid,127.89,101.93,INV-000188-024
2350,189,20231013,20231027,20231029.0,2023-10-13,2023-10-27,2023-10-29,992.15,992.15,Paid,709.19,282.97,INV-000189-001
2351,189,20231112,20231126,20231127.0,2023-11-12,2023-11-26,2023-11-27,992.15,992.15,Paid,709.19,282.97,INV-000189-002
2352,189,20231212,20231226,20231228.0,2023-12-12,2023-12-26,2023-12-28,992.15,992.15,Paid,709.19,282.97,INV-000189-003
2353,189,20240111,20240125,20240125.0,2024-01-11,2024-01-25,2024-01-25,992.15,992.15,Paid,709.19,282.97,INV-000189-004
2354,189,20240210,20240224,20240302.0,2024-02-10,2024-02-24,2024-03-02,992.15,822.85,Partial,709.19,282.97,INV-000189-005
2355,189,20240311,20240325,20240330.0,2024-03-11,2024-03-25,2024-03-30,992.15,992.15,Paid,709.19,282.97,INV-000189-006
2356,189,20240410,20240424,20240424.0,2024-04-10,2024-04-24,2024-04-24,992.15,992.15,Paid,709.19,282.97,INV-000189-007
2357,189,20240510,20240524,20240524.0,2024-05-10,2024-05-24,2024-05-24,992.15,992.15,Paid,709.19,282.97,INV-000189-008
2358,189,20240609,20240623,20240621.0,2024-06-09,2024-06-23,2024-06-21,992.15,992.15,Paid,709.19,282.97,INV-000189-009
2359,189,20240709,20240723,20240724.0,2024-07-09,2024-07-23,2024-07-24,992.15,992.15,Paid,709.19,282.97,INV-000189-010
2360,189,20240808,20240822,20240826.0,2024-08-08,2024-08-22,2024-08-26,992.15,992.15,Paid,709.19,282.97,INV-000189-011
2361,189,20240907,20240921,20240925.0,2024-09-07,2024-09-21,2024-09-25,992.15,992.15,Paid,709.19,282.97,INV-000189-012
2362,189,20241007,20241021,,2024-10-07,2024-10-21,,992.15,0.0,Delinquent,709.19,282.97,INV-000189-013
2363,189,20241106,20241120,20241124.0,2024-11-06,2024-11-20,2024-11-24,992.15,992.15,Paid,709.19,282.97,INV-000189-014
2364,189,20241206,20241220,20241226.0,2024-12-06,2024-12-20,2024-12-26,992.15,992.15,Paid,709.19,282.97,INV-000189-015
2365,190,20230104,20230118,20230115.0,2023-01-04,2023-01-18,2023-01-15,277.96,277.96,Paid,205.59,72.37,INV-000190-001
2366,190,20230203,20230217,20230214.0,2023-02-03,2023-02-17,2023-02-14,277.96,277.96,Paid,205.59,72.37,INV-000190-002
2367,190,20230305,20230319,20230320.0,2023-03-05,2023-03-19,2023-03-20,277.96,277.96,Paid,205.59,72.37,INV-000190-003
2368,190,20230404,20230418,20230416.0,2023-04-04,2023-04-18,2023-04-16,277.96,277.96,Paid,205.59,72.37,INV-000190-004
2369,190,20230504,20230518,20230524.0,2023-05-04,2023-05-18,2023-05-24,277.96,277.96,Paid,205.59,72.37,INV-000190-005
2370,190,20230603,20230617,20230616.0,2023-06-03,2023-06-17,2023-06-16,277.96,277.96,Paid,205.59,72.37,INV-000190-006
2371,190,20230703,20230717,20230718.0,2023-07-03,2023-07-17,2023-07-18,277.96,83.4,Partial,205.59,72.37,INV-000190-007
2372,190,20230802,20230816,20230930.0,2023-08-02,2023-08-16,2023-09-30,277.96,277.96,Delinquent,205.59,72.37,INV-000190-008
2373,190,20230901,20230915,20230918.0,2023-09-01,2023-09-15,2023-09-18,277.96,236.08,Partial,205.59,72.37,INV-000190-009
2374,190,20231001,20231015,20231013.0,2023-10-01,2023-10-15,2023-10-13,277.96,277.96,Paid,205.59,72.37,INV-000190-010
2375,190,20231031,20231114,20231116.0,2023-10-31,2023-11-14,2023-11-16,277.96,277.96,Paid,205.59,72.37,INV-000190-011
2376,190,20231130,20231214,20231229.0,2023-11-30,2023-12-14,2023-12-29,277.96,277.96,Late,205.59,72.37,INV-000190-012
2377,190,20231230,20240113,,2023-12-30,2024-01-13,,277.96,0.0,Delinquent,205.59,72.37,INV-000190-013
2378,190,20240129,20240212,20240209.0,2024-01-29,2024-02-12,2024-02-09,277.96,277.96,Paid,205.59,72.37,INV-000190-014
2379,190,20240228,20240313,20240311.0,2024-02-28,2024-03-13,2024-03-11,277.96,277.96,Paid,205.59,72.37,INV-000190-015
2380,190,20240329,20240412,20240410.0,2024-03-29,2024-04-12,2024-04-10,277.96,277.96,Paid,205.59,72.37,INV-000190-016
2381,190,20240428,20240512,20240514.0,2024-04-28,2024-05-12,2024-05-14,277.96,277.96,Paid,205.59,72.37,INV-000190-017
2382,190,20240528,20240611,20240618.0,2024-05-28,2024-06-11,2024-06-18,277.96,277.96,Paid,205.59,72.37,INV-000190-018
2383,190,20240627,20240711,20240710.0,2024-06-27,2024-07-11,2024-07-10,277.96,277.96,Paid,205.59,72.37,INV-000190-019
2384,190,20240727,20240810,20240810.0,2024-07-27,2024-08-10,2024-08-10,277.96,277.96,Paid,205.59,72.37,INV-000190-020
2385,190,20240826,20240909,20240910.0,2024-08-26,2024-09-09,2024-09-10,277.96,277.96,Paid,205.59,72.37,INV-000190-021
2386,190,20240925,20241009,20241013.0,2024-09-25,2024-10-09,2024-10-13,277.96,277.96,Paid,205.59,72.37,INV-000190-022
2387,190,20241025,20241108,20241111.0,2024-10-25,2024-11-08,2024-11-11,277.96,137.98,Partial,205.59,72.37,INV-000190-023
2388,190,20241124,20241208,20241210.0,2024-11-24,2024-12-08,2024-12-10,277.96,277.96,Paid,205.59,72.37,INV-000190-024
2389,191,20221226,20230109,20230111.0,2022-12-26,2023-01-09,2023-01-11,312.55,145.03,Partial,187.6,124.94,INV-000191-001
2390,191,20230125,20230208,20230325.0,2023-01-25,2023-02-08,2023-03-25,312.55,204.53,Partial,187.6,124.94,INV-000191-002
2391,191,20230224,20230310,20230315.0,2023-02-24,2023-03-10,2023-03-15,312.55,312.55,Paid,187.6,124.94,INV-000191-003
2392,191,20230326,20230409,20230623.0,2023-03-26,2023-04-09,2023-06-23,312.55,312.55,Delinquent,187.6,124.94,INV-000191-004
2393,191,20230425,20230509,20230514.0,2023-04-25,2023-05-09,2023-05-14,312.55,312.55,Paid,187.6,124.94,INV-000191-005
2394,191,20230525,20230608,20230606.0,2023-05-25,2023-06-08,2023-06-06,312.55,312.55,Paid,187.6,124.94,INV-000191-006
2395,191,20230624,20230708,20230713.0,2023-06-24,2023-07-08,2023-07-13,312.55,312.55,Paid,187.6,124.94,INV-000191-007
2396,191,20230724,20230807,20230811.0,2023-07-24,2023-08-07,2023-08-11,312.55,107.95,Partial,187.6,124.94,INV-000191-008
2397,191,20230823,20230906,20230908.0,2023-08-23,2023-09-06,2023-09-08,312.55,312.55,Paid,187.6,124.94,INV-000191-009
2398,191,20230922,20231006,20231011.0,2023-09-22,2023-10-06,2023-10-11,312.55,312.55,Paid,187.6,124.94,INV-000191-010
2399,191,20231022,20231105,20231110.0,2023-10-22,2023-11-05,2023-11-10,312.55,312.55,Paid,187.6,124.94,INV-000191-011
2400,191,20231121,20231205,20231202.0,2023-11-21,2023-12-05,2023-12-02,312.55,312.55,Paid,187.6,124.94,INV-000191-012
2401,191,20231221,20240104,20240102.0,2023-12-21,2024-01-04,2024-01-02,312.55,312.55,Paid,187.6,124.94,INV-000191-013
2402,191,20240120,20240203,20240204.0,2024-01-20,2024-02-03,2024-02-04,312.55,312.55,Paid,187.6,124.94,INV-000191-014
2403,191,20240219,20240304,20240305.0,2024-02-19,2024-03-04,2024-03-05,312.55,312.55,Paid,187.6,124.94,INV-000191-015
2404,191,20240320,20240403,20240407.0,2024-03-20,2024-04-03,2024-04-07,312.55,312.55,Paid,187.6,124.94,INV-000191-016
2405,191,20240419,20240503,,2024-04-19,2024-05-03,,312.55,0.0,Delinquent,187.6,124.94,INV-000191-017
2406,191,20240519,20240602,20240531.0,2024-05-19,2024-06-02,2024-05-31,312.55,312.55,Paid,187.6,124.94,INV-000191-018
2407,191,20240618,20240702,20240816.0,2024-06-18,2024-07-02,2024-08-16,312.55,312.55,Delinquent,187.6,124.94,INV-000191-019
2408,191,20240718,20240801,20240731.0,2024-07-18,2024-08-01,2024-07-31,312.55,312.55,Paid,187.6,124.94,INV-000191-020
